id,type,year,text
8667,cia,1911,"weirt,asmanian smelting ltd"
8668,person,1911,"george, broken hill, new south wales."
8669,cia,1911,north broken hill mining ltd
8670,person,1911,"weiael, j. j, parral, mexico."
8671,cia,1911,providoncia mines ltd
8672,person,1911,"welhaven, alf, puk chin, korea."
8673,cia,1911,oriental consolidated mining ltd
8674,person,1911,"wendler, h."
8675,cia,1911,"hudson s consolidated, ltd"
8676,person,1911,"weasels, j. j, turffontein, johannesburg."
8677,cia,1911,robinson deep gold mining ltd
8678,person,1911,"westlake, arthur, slaveley, derbyshire"
8679,cia,1911,staveley coal and iron ltd
8680,person,1911,"weston, robert ogllvy, c, oxford and cambridge mansions, n.w, and gwtlo, rhodes"
8681,cia,1911,"rhodesian ltd. , ltd"
8682,person,1911,"whalley, e. b, rotherham main collieries, rotherbam, yorkshire."
8683,cia,1911,"whilejo,hn rrown ltd"
8684,cia,1911,arthur j. bsrrow hn matite steel ltd
8685,person,1911,barrow in furness.
8686,cia,1911,"whitabakreror,w hamatite steel ltd"
8687,cia,1911,"whiteeb,bsneet coal synd, ltd"
8688,person,1911,"franklin, box, bulawayo, rhodesia."
8689,cia,1911,"whitema,nica copper development ltd"
8690,person,1911,"h. b, eureka city, transvaal."
8691,cia,1911,"grootvlei proprietary mines, ltd"
8692,cia,1911,bheba gold mining ltd
8693,person,1911,"white, j, mount morgan, queensland."
8694,cia,1911,"whitemo,unt morgan gold mining ltd"
8695,cia,1911,"f queensland . n. f, mount morgan, queensland. whitme,ount morgan gold mining ltd"
8696,person,1911,"of queensland ..f.g, a.i.m.m, hayes cottage, bromley, kent."
8697,cia,1911,"whitene,w gold proprietary mines, ltd"
8698,person,1911,"w, charters towers, queensland,"
8699,cia,1911,"whitedhaoyudsaew, n jp,c. gold mines, ltd"
8700,person,1911,"utrecht, natal."
8701,cia,1911,"whiteuhtroeuchste,cojll.ieries, ltd"
8702,cia,1911,"box , johannesburg, transvaal. whitfvoillradge, jd,eep, ltd"
8703,cia,1911,"box , johannesburg, transvaal. whitlceityy, deep, ltd"
8704,person,1911,"c. w, salt lake city, utah, u.s.a."
8705,cia,1911,american smelting and refining ltd
8706,cia,1911,"whittaker, h. lionel, akoko, axim district, gold coast colony, african mines. ltd"
8707,cia,1911,"whitwweosrttahf,rican proprietary, ltd"
8708,person,1911,"w. s , koffyfontein, orango river colony,"
8709,cia,1911,"wiardko,ffyfontein mines, ltd"
8710,person,1911,"b.c, boston buildings, denver, col, u.s.a."
8711,person,1911,"wickneetwtaengpleanrdrya,nd clifton copper company of arizona. ipoh, perak, federated malay states."
8712,cia,1911,"wierupemrak, svnd, ltd"
8713,person,1911,"howard f, broadway, new york, u.s.a."
8714,cia,1911,"wilkitnesn,nessee copper ltd"
8715,person,1911,"s. h, finsbury pavement house, london"
8716,cia,1911,mexamerican ltd
8717,cia,1911,"wilkinson, arthur, ctilder cottage, pombury, tunbridgc wells. wilkisneskoonnd,i andlarkwa ltd"
8718,person,1911,"d, box, johannesburg. transvaal."
8719,cia,1911,"williacmonsso,lidated main reef mines and estates, ltd"
8720,person,1911,"alpheus f, kimberley, cape colony."
8721,cia,1911,"williadme bse,ers consolidated mines, ltd"
8722,person,1911,"david, cardiff."
8723,cia,1911,williainmtesrn.ational coal ltd
8724,cia,1911,"david, plough inn, pcnydnrren, mcrthyr tydbl. williapemnysd,arren brick and coal ltd"
8725,cia,1911,"evan, box, brakpnn, transvaal. transvaal coal trust ltd"
8726,cia,1911,"williarmaubs.afursatrnaklia, nrauh. pahang, federated malay states, williams, gold mining ltd"
8727,cia,1911,"fras. j, tilt cove, newfoundland. cape copper ltd"
8728,cia,1911,"williams, j. h, gil wen colliery, lower cwmtwrch, glamorganshire.williagmil wse,n colliery ltd"
8729,cia,1911,"john richard, trust buildings, fox street, johannesburg, transvaal bradley williams ore treatment ltd"
8730,cia,1911,"williams, r. e, waihi, new zealand.williawmasih,i gold mining ltd"
8731,cia,1911,"r. h.new wheal eliza consols, ltd"
8732,cia,1911,"williams,bobertco, friars house, new bread street, e.c , and box , bulawayorhodesia.gwanda mines, ltd"
8733,cia,1911,rhodesiakatanga junction railway and mineral ltd
8734,cia,1911,"tanganyika concessions, ltd"
8735,cia,1911,union minifere du haul katanga.zamliesia exploring ltd
8736,cia,1911,"williams, t. h, broken hill, new south wales.broken hill junction lead mining ltd"
8737,cia,1911,"williams, w. n, golden gate, croydon, queensland.golden gate consols, ltd"
8738,cia,1911,"williams, w. nance. phoenix mines, lukeard, cornwall.williapmhosen,ix minescornwall , ltd"
8739,cia,1911,"william, south rhondda collierv, near llanharran, glamorganshire.williasmousthonb,hondda colliery ltd"
8740,cia,1911,"r. s, hednesford, staffs.wilsocna,nnock and cugeley colliery ltd"
8741,cia,1911,"a. h, west jfcile street, glasgow.wilsolnoc,h fyne gr lito quarries, ltd"
8742,cia,1911,"a. laurence, ravens wood, queensland.new ravenswond, ltd"
8743,cia,1911,"wilsobnav,enswood deep mines, ltd"
8744,cia,1911,"charles kerr, redcote, prestatyn, flints.surinam gold concessions , ltd"
8745,cia,1911,"wilson, harold.wilsopnyr,enees minerals, ltd"
8746,cia,1911,"w. b. jnnr, st. enoch square, glasgow.loch fyne g anito quairies, ltd"
8747,cia,1911,"ilson, w. b. jnnr, hill ton, langlcy on tyne, r.s.o.wiltolna,ngley barony coal and fireclay ltd"
8748,cia,1911,"capt. t, launceston, cornwall.greystone wood manganese synd, ltd"
8749,cia,1911,"ing. h, the nuns, stnnford.peasenhurst quarry ltd"
8750,cia,1911,"wishon, w. w, austin, net ana, u.s.a.austin manhattan consolidated mining ltd"
8751,cia,1911,"witty, h. s, cadeby, rntherham. yorks.uenaby and cadeby main collieries, ltd"
8752,cia,1911,"wood, a. g.nigerian tin trust ard exploration, ltd"
8753,cia,1911,"wood, t. o, cramlington colliery, northuniterlanil.woodcr,am hnut on coal ltd"
8754,cia,1911,"w. o, eouth hetton, sundeiland.woodsobuuthrnh,ejtt.on coal ltd"
8755,cia,1911,"allan, berkenrode, zoutpansherg, north transvaal.messinatransvaaldevelopment ltd"
8756,cia,1911,"woodbead, william h , australasia chambers, adelaide, south australia.british broken hill proprietary ltd"
8757,cia,1911,"oolley, f.woolmbreitris,h empire lard, mortgage and loan ltd"
8758,cia,1911,"h. c, spassky zavod, akmolinsk, siberia.spassky copper mine, ltd"
8759,cia,1911,"wormald,robert, barborton, transvaal.worcester exploration and gold mioing ltd"
8760,cia,1911,"worth, richard george hansford, george street, plymouth.wortmheinldgon, valleys, ltd"
8761,cia,1911,"thomas, port talbot, south wales.duffrvn rhondda collierv ltd"
8762,cia,1911,"wrathall, s, castleford, yorks.hesleyside coal ltd"
8763,cia,1911,"wrey, philip b. s, box, bulawayo, rhodesia.mashodaland agency, ltd"
8764,cia,1911,"wright, arthur, oxford street, w.victoria falls and transvaal power ltd"
8765,cia,1911,"wright, e. j. howard, concordia tin mine, santo domingo, bolivia,concordia tin mine of bolivia, ltd"
8766,cia,1911,"wright, g. w, mount lyell, tasmania.mount lrell mining and railway ltd"
8767,cia,1911,"wright, lewis t, th street, oakland, california.mountain copper ltd"
8768,cia,1911,"wright, w. j. lyndhurstsouth australiacopper ltd"
8769,cia,1911,"wykos. t. j, blakenev, gloucestershire.wallsend, ltd"
8771,cia,1911,selukwe gold mining ltd
8772,person,1911,"yates, h. i. p."
8773,cia,1911,"befwi goldflelds, ltd"
8774,person,1911,"teatman, pope, broadway, new york, u,a."
8775,cia,1911,braden copper mines ltd
8776,person,1911,"young, h. g, cobalt, ontario, canada."
8777,cia,1911,temiskaming and hudson bay mining ltd
8778,person,1911,"young, j. w, cobalt, ontario, canada."
8779,cia,1911,cobalt central mines ltd
8780,person,1911,"zagury, l, emsnuel avenue, acton."
8781,cia,1911,"anglo brazilian ltd. , ltd"
8782,person,1911,the principal newspapers
8783,person,1911,bristol and the west
8784,person,1911,of england.
8785,person,1911,western daily press.
8786,person,1911,established . a morning newspaper of the best class.
8787,person,1911,represents the comuercial life of bristol.
8788,person,1911,bristol evening news.
8789,person,1911,established . the oldest eveningpaper in the
8790,person,1911,city. circulates in bristol and the neighbouring
8791,person,1911,counties.
8792,person,1911,bristol observer. mmfaatedld
8793,person,1911,established . best and most popular weekly
8794,person,1911,paper in the western counties.
8795,person,1911,chief offices london offices
8796,person,1911,"bristol, fleet st.corner of bouverle street ."
8797,person,1912,"mining and consulting engineers,"
8798,person,1912,"mine managers,c."
8799,person,1912,referred to in the present volume.
8800,cia,1912,"aarons, julian boyd, boulder, western chaffers gold mining anstra ia. ackermtmn, ltd"
8801,cia,1912,"audley harold, bulawayo, rhodesia. british south africa company. kimberleymashonalandgold mining ltd"
8802,cia,1912,"mashonaland agency, ltd"
8803,cia,1912,new rhodesia reduction ltd
8804,cia,1912,selnkwe gold mining ltd
8805,cia,1912,"acut t . sidney, berlin estate, barberton district, transvaal. barrett gold mining ltd"
8806,cia,1912,"adamco,eueestrnom estates, ltd"
8807,cia,1912,"d. r, talbot, victoria, australia. add icf.artj er s deep leads, ltd"
8808,cia,1912,"k, de reitfontein colliery, box, springs, transvaal. addiet,ransvaal coal trust ltd"
8809,cia,1912,"robert, mj m.e, m.amer.i.m.e, suffolk house, laurence pountuey hill, london aimetthtaim, es silica ltd"
8810,cia,1912,"b. c. b, pilgrim s rest, transvaal. ainswtroanrstvha,al gold mining estates, ltd"
8811,cia,1912,"george, consett, ltd"
8812,person,1912,durham.
8813,cia,1912,"airthc,onsett iron ltd"
8814,cia,1912,"g. r, boxh, johannesburg, transvaal. anglo french exploration ltd"
8815,cia,1912,"alexander, george, kaslo, british columbia. allanr, uth mines, ltd"
8816,cia,1912,"fergub l, el om, estado de mexiltd"
8817,cia,1912,mexiltd
8818,cia,1912,"allenm, exico mines of el oro, ltd"
8819,cia,1912,"h. d, basbman mine, francistown, rhodesia. allenb,ecj.huaualand copper ltd"
8820,cia,1912,"s, la leonesa mines, near matagalpa, nicaragua. alleno,roya lconesa, ltd"
8821,cia,1912,"percy r, ferncliffe, higher runcorn, cheshire. almownadih,i grand junction gold ltd"
8822,cia,1912,"a. f, selnkwe columbia mine, selnkwe, rhodesia. ambrsoeslnek,we columbia gold mine, ltd"
8823,cia,1912,"charles w, cobalt, ontario, canada. anderbseoavne,r consolidated mines, ltd"
8824,person,1912,a. w. h.
8825,cia,1912,"anderbseonnne,northern nigeriatin mines, ltd"
8826,cia,1912,"w. t, box , johannesburg, transvaal. east rand proprietary mines, ltd"
8827,cia,1912,"new united reefssheba , ltd"
8828,cia,1912,robinson gold mining ltd
8829,cia,1912,"andrreowse, deep, ltd"
8830,cia,1912,"robert ainalcollar copper mines, seville, spain. andreseville sulphur and copper ltd"
8831,cia,1912,"we, edward, portmadoc, wales. angumsa,en ufferen slate quarry ltd"
8832,person,1912,jonathan.
8833,cia,1912,"angwbienn,gal iron andteel ltd"
8834,cia,1912,"ben, east pool mines, illogan, cornwall. east pool and agar united mine . annear, j, golden blocks mine, taitapu estate, middle island, new zealand. anthogonldye,n blockstaitapu , ltd"
8835,cia,1912,"h. v, new broad street, london fiskum synd, ltd"
8836,person,1912,"arbuokle, d. m, tondu, glamorganshire."
8837,cia,1912,archbcooyltd
8838,cia,1912,"ra,hcn park collier ltd"
8839,person,1912,"t. r, pagoumene, new caledonia."
8840,cia,1912,"archechrr,ome ltd"
8841,cia,1912,"phillip, and sons, majestic buildings, denver, colorado, u.s.a. armssttrraotntogn, sj.independence, ltd"
8842,cia,1912,"n. f, broken hill, new south wales. armsbtrrookneng,hji.ll proprietary, blockco, ltd"
8843,cia,1912,"o, burraga, new south wales. lloyd copper ltd"
8844,cia,1912,"armstrong, m. s, chindwara, central provinces, india. arnelple,ach valley coal ltd"
8845,person,1912,"ralph, gympie, queensland."
8846,cia,1912,"a rncm , usonunth, orieatal and glanmire gold mining ltd"
8847,cia,1912,"broken hcill port pirie, south australia. arnold, n. a. proprietary ltd"
8848,cia,1912,"co, salisbury, rhodesia. ashwninat,ta banket synd, ltd"
8849,cia,1912,"guy h, wath upon dearne, near rotherham. wath main colliery ltd"
8851,person,1912,"ash worth, j, stoke on trent."
8852,cia,1912,"froehall mines, ltd"
8853,person,1912,"ashworth, j. w, lymni mine, poli.s, papho, cyprus."
8854,cia,1912,"new lymni, ltd"
8855,person,1912,"atlay, frank, mugok, burma."
8856,cia,1912,"burma rnby mires, ltd"
8857,person,1912,"attwood and hopder, moorgate street, e.g."
8858,cia,1912,"cubanparentsynd, ltd"
8859,person,1912,"auerbach, louis, boston, u.s.a."
8860,cia,1912,"porcupine panamint gold mines, ltd"
8861,person,1912,"ay ton, ernest f, guao cevi, dorango, mexico."
8862,cia,1912,guauacevi ltd
8863,person,1912,"bacon, arthur drax, box , langlaate, transvaal."
8864,cia,1912,randfontein central gold mining ltd
8865,person,1912,"sacon, james, enkeldoorn, transvaal."
8866,cia,1912,"bushveld tin mines, ltd"
8867,person,1912,"bagot, maj. hon. w. l, d.s.o, consolidated building, johannesburg,"
8868,cia,1912,victoria falls and transvaal power ltd
8869,person,1912,"bailey, g, dunkwa, gold coa t colony."
8870,cia,1912,"omn river gold estates, ltd"
8871,cia,1912,"bainbridge, seymour ltd"
8872,cia,1912,"algerian exploration synd, ltd"
8873,cia,1912,british a gerian exploration ltd
8874,cia,1912,delmas estate and colliery ltd
8875,cia,1912,"west africaa reefs, ltd"
8876,person,1912,"barber, r. d, corocoro, bolivia."
8877,cia,1912,"corocoro united copper mines, ltd"
8878,cia,1912,lampa mining ltd
8879,cia,1912,inverness radway and coal ltd
8880,person,1912,"barker. george, rosehery mine, rosebery, tasmania."
8881,cia,1912,tasmanian copper ltd
8882,person,1912,"barlow, j. w, landau mine, blackhill, middelburg district, transvaal."
8883,cia,1912,cassel coal ltd
8884,person,1912,"barnett, william john, london wall buildings, london"
8885,cia,1912,alluvial tin ltd
8886,cia,1912,"nigeria , ltd"
8887,cia,1912,"danube mining concession, ltd"
8888,cia,1912,"huelva copper and sulphur mines, ltd"
8889,cia,1912,"iiibu mining and development synd, ltd"
8890,cia,1912,poderosa mining ltd
8891,person,1912,"barry, hubert percy, waihi, new zealand."
8892,cia,1912,waihi gold mining ltd
8893,person,1912,"barry, sir john wolfe, k.c.b, queen anne s gate, s.w."
8894,cia,1912,"kashmir iron mines and power synd, ltd"
8895,person,1912,"barry r. a, box , denver, johannesburg, transvaal."
8896,cia,1912,"nourse mines, ltd"
8897,person,1912,"barton, albert e carnforth, lanes."
8898,cia,1912,bell metal mining ltd
8899,cia,1912,carnforth hematite iron ltd
8900,person,1912,"bateman, h. bertram"
8901,cia,1912,n rthern nigeria mining and exploration ltd
8902,person,1912,"bathgate, r. g. m, jherriah collieries, bengal."
8903,cia,1912,east indian coal ltd
8904,person,1912,"bat tarn, s. h, la salada, colombia."
8905,cia,1912,frontino and boliviasouth americangold mining ltd
8906,person,1912,"battens, h, grenvillc united mines, camborne, cornwall,"
8907,cia,1912,"grenville united mines, ltd"
8908,person,1912,"baylies, rftwlinsn tennant, cornhill, b.c."
8909,cia,1912,montana mining ltd
8910,cia,1912,tomboy gold mines ltd
8911,person,1912,"bayne, thomas, box , bulawayo, rhodesia."
8912,person,1912,"taganyika concessions, l d."
8913,cia,1912,zambesi a exploring ltd
8914,person,1912,"beal, l. o, macetown, otago, new zealand."
8915,cia,1912,"united gold fields of new zealand, ltd"
8916,person,1912,"beal, r, broken hill, new south wales."
8917,cia,1912,"british broken hill proprietary, ltd"
8918,person,1912,"beasley, son nichols, victoria street,.w."
8919,cia,1912,"delagoa bay development ltd. , ltd"
8920,person,1912,"beatty, a. chester, broadway, new york city, u.s.a."
8921,cia,1912,roy consolidated copper ltd
8922,person,1912,"utah copper company. behr, ii. c, box , johannesburg, transvaal."
8923,cia,1912,"consolidated gold fields of south africa, ltd"
8924,person,1912,"bell, f. grnham, euetfontein, transvaal."
8925,cia,1912,"new rietfontein estate gold mines, ltd"
8926,person,1912,"bell, j, west. nicholson mine, gwanda district, rhodesia."
8927,cia,1912,"bell, east qwanda mines, ltd"
8928,person,1912,"norman m, qoeen street, brisbane, queensland."
8929,cia,1912,"bell,no. south great eastern gold mining ltd"
8930,person,1912,s. charles napier.
8931,cia,1912,gel tin lode and alluv ial ltd
8932,person,1912,"bellenger. hermar u.f cobar, new south waits."
8933,cia,1912,"great cobar, ltd"
8934,person,1912,"mining and consulting enqinee ,y.f."
8935,person,1912,"bello wa, w. w walker buildings, salt lake city, utah."
8936,cia,1912,utah bingham mining ltd
8937,person,1912,"benney, c. e, salisbury, rhodesia."
8938,cia,1912,"m. f.rhodesiaproprietary synd, ltd"
8939,person,1912,"beiuusan, a. j, pafsagem, minas genes, brazil"
8940,cia,1912,"brazilian mining synd, ltd"
8941,cia,1912,"ouro preto gold mines of brazil, ltd"
8942,person,1912,benzie. g. m.
8943,person,1912,"loman stoessel bauketrhode ia , lu ."
8944,person,1912,"bernet, g, rue taitbout, paris."
8945,person,1912,"compig nie francais fie ban que et de mineb. berry, e.."
8946,cia,1912,"berrye,speranza, ltd"
8947,person,1912,"h. p, george street, sheffield."
8948,cia,1912,hatfield main colliery ltd
8949,person,1912,"bevan, john, dolgelley, north wales."
8950,cia,1912,"do gelley copoer mines, ltd"
8951,person,1912,"beveridge, d, kelty, fife, n.b."
8952,cia,1912,fife coal ltd
8953,cia,1912,"bewick, moreing ltd"
8954,person,1912,"australia, kalgoorlie, western australia, aud montreal, canada."
8955,cia,1912,"bellevue, ltd"
8956,cia,1912,"brootnansi mines, ltd"
8957,cia,1912,"burma mines, ltd"
8958,cia,1912,california exploration ltd
8959,cia,1912,"cnamopo itvi proprietary, ltd"
8960,cia,1912,cue consolidatefinance ltd
8961,cia,1912,"great fingall consolidated, ltd"
8962,cia,1912,"great fitzroy m uch, ltd"
8963,cia,1912,"gwaua consolidated, ltd"
8964,cia,1912,"ivanhee gold oorpn, ltd"
8965,cia,1912,"lake view and oroya exploration, ltd"
8966,cia,1912,"lake view and star, ltd"
8967,cia,1912,lanrefietd gold mining ltd
8968,cia,1912,"london, australian and general exploration ltd"
8969,cia,1912,"northern mines, ltd"
8970,cia,1912,northern ontario exploration ltd
8971,cia,1912,ontario porcupine gold fields development ltd
8972,cia,1912,"oroya leonesa, ltd"
8973,cia,1912,"oroya link , ltd"
8974,cia,1912,"rea consolidated gold mines, ltd"
8975,cia,1912,"sons of gwalia, ltd"
8976,cia,1912,"ta isman coai olidated, ltd"
8977,cia,1912,"taquah central mines, ltd"
