source,year,simpname,nationality,edu,prof,org,loc,lon,lat,country
taime,1902,"mackay, w w",,,mining engineer,,portland ore.,-122.679346,45.515459,united states of america
taime,1892,"mackenzie, g g",,,metallurgist,sydney sm. co,sydney new south wales,151.209296,-33.86882,australia
taime,1902,"mackenzie, g g",,,metallurgist,sydney sm. co,woolwich new south wales.,151.16968,-33.8417,australia
taime,1908,"mackilligin, a a",,,,,horeham road sussex,0.243262,50.93361,united kingdom
taime,1876,"mackintosh, j j",,,,,hoboken n j,-74.032363,40.743991,united states of america
taime,1877,"mackintosh, j j",,,,,hoboken n j,-74.032363,40.743991,united states of america
taime,1880,"mackintosh, j j",,,,,hoboken n j,-74.032363,40.743991,united states of america
taime,1882,"mackintosh, j j",,,,,hoboken n j,-74.032363,40.743991,united states of america
taime,1884,"mackintosh, j j",,,,,hoboken n j,-74.032363,40.743991,united states of america
taime,1886,"mackintosh, j j",,,,,hoboken n j,-74.032363,40.743991,united states of america
taime,1882,"mackintosh, w w",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"mackkey, p p",,,,republic iron & steel co,youngstown ohio,-80.649519,41.09978,united states of america
taime,1886,"maclean, a a",,,,,washington d.c.,-77.036871,38.907192,united states of america
taime,1899,"maclellan, d d",,,,,valparaiso chile,-71.612689,-33.047238,chile
taime,1903,"maclennan, f f",,,mining engineer,,cornucopia oregon,-117.191667,45.008333,united states of america
taime,1902,"macleod, w w",,,mining engineer,,sudbury ont,-80.993029,46.491732,canada
taime,1902,"macleod, w w",,,director,queensland school of mines,queensland australia,142.702796,-20.917574,australia
taime,1876,"macmartin, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1877,"macmartin, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"macmartin, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"macnauhton, j j",,,manager,calumet & hecla m. co,iron mountain mich,-88.06596,45.820233,united states of america
taime,1902,"macnauhton, j j",,,manager,calumet & hecla m. co,calumet mich,-88.454006,47.246592,united states of america
taime,1892,"macnauhton, j j",,,president,macintyre i. co,albany n y,-73.756232,42.652579,united states of america
taime,1902,"macnauhton, j j",,,president,macintyre i. co,ny city,-74.005973,40.712775,united states of america
taime,1899,"macneill, c c",,,,,colorado springs colo,-104.821363,38.833882,united states of america
taime,1902,"macneill, c c",,,vice president,u.s. reduction & ref co,colorado springs colo,-104.821363,38.833882,united states of america
taime,1890,"macnutt, c c",,,,,aspen colo,-106.817539,39.191098,united states of america
taime,1892,"macnuttt, c c",,,mining engineer,compania huanchaca de bolivia,creede camp colo,-106.915628,37.793408,united states of america
taime,1902,"macnuttt, c c",,,mining engineer,compania huanchaca de bolivia,pulacayo bolivia,-66.691422,-20.385731,bolivia
taime,1902,"macomb, j j",,,civil engineer,,lawrence kan,-95.23525,38.971669,united states of america
taime,1891,"macomber, s s",,,,,marysville mont,-112.301226,46.75052,united states of america
taime,1892,"macomber, s s",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"macomber, s s",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"macpherran, r r",,,chemist,allis-chalmers co,milwaukee wis,-87.906474,43.038903,united states of america
taime,1886,"macteaauee, j j",,,,,ny city,-74.005973,40.712775,united states of america
taime,1884,"macxkintosn, w w",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1876,"macy, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1877,"macy, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"macy, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1882,"macy, a a",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"macy, a a",,,,,silver king arizona,-111.087351,33.330485,united states of america
taime,1886,"macy, a a",,,,,silver king arizona,-111.087351,33.330485,united states of america
taime,1912,"madge, w w",,,,,london england,-0.127758,51.507351,united kingdom
taime,1905,"maffett, r r",,,,,bayonne n j,-74.114309,40.668714,united states of america
taime,1905,"magee, j j",,,,,kendall mont,-110.362566,46.879682,united states of america
taime,1902,"magenav, w w",,,superintendent,catherine lead co,fredericktown mo,-90.294007,37.559775,united states of america
taime,1905,"magnuson, m m",,,,,sonora mexico,-110.330881,29.297225,mexico
taime,1892,"magruder, w w",,,professor,ohio state university,nashville tenn,-86.781602,36.162664,united states of america
taime,1902,"magruder, w w",,,professor,ohio state university,columbus ohio,-82.998794,39.961176,united states of america
taime,1892,"mahony, a a",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"mahony, a a",,,,,ny city,-74.005973,40.712775,united states of america
taime,1908,"maignen, p p",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1902,"main, a a",,,assistant,el oro m. & ry. co,el oro mexico,-100.133916,19.800753,mexico
taime,1899,"mainwaring, c c",,,,,southsea england,-1.085559,50.783565,united kingdom
taime,1902,"mainwaring, h h",,,Surveyor,chillagoe ry. & mines,chillagoe queensland,144.518726,-17.152514,australia
taime,1899,"mainwaring, h h",,,,,southsea england,-1.085559,50.783565,united kingdom
taime,1902,"maitland, g g",,,mining engineer,,kalgoorlie australia,121.466,-30.749,australia
taime,1902,"makita, t t",,,manager,mitsui mike coal mines,chikugo japan,130.502234,33.212379,japan
taime,1907,"malcolmson, c c",,,,,norfolk va,-76.285873,36.850769,united states of america
taime,1890,"malcolmson, j j",,,,,michoacan mexico,-101.706829,19.566519,mexico
taime,1892,"malcolmson, j j",,,consulting engineer,,pachuca mexico,-98.759131,20.101061,mexico
taime,1902,"malcolmson, j j",,,consulting engineer,,el paso texas.,-106.485022,31.761878,mexico
taime,1908,"malcomson, t t",,,,,freeport n y,-73.583184,40.657602,united states of america
taime,1884,"male, j j",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1886,"male, j j",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1902,"malins, f f",,,mining engineer,,silver city new mexico,-108.280326,32.770075,united states of america
taime,1892,"mallman, j j",,,,,duluth minn,-92.100485,46.786672,united states of america
taime,1902,"mallman, j j",,,,,duluth minn,-92.100485,46.786672,united states of america
taime,1902,"malm, j j",,,manager,electro-chemical ore reduction co,marysville mont,-112.301226,46.75052,united states of america
taime,1886,"malo, a a",mexican,,student,eni,mexico city,-99.133208,19.432608,mexico
taime,1886,"malo, a a",mexican,,student,eni,mexico city,-99.133208,19.432608,mexico
taime,1873,"maltby, w w",,,,,will co ill,-88.090076,41.505472,united states of america
taime,1876,"maltby, w w",,,,,will co ill,-88.090076,41.505472,united states of america
taime,1877,"maltby, w w",,,,,braidwood ill,-88.212282,41.265032,united states of america
taime,1880,"maltby, w w",,,,,braidwood ill,-88.212282,41.265032,united states of america
taime,1906,"maltitz, e e",,,,,south chicago ill,-87.554418,41.739686,united states of america
taime,1877,"mamsrer, h h",,,,,st louis mo,-90.199404,38.627003,united states of america
taime,1911,"manahan, r r",,,,,cambridge mass,-71.109734,42.373616,united states of america
taime,1905,"mandell, f f",,,,,hailey idaho,-114.315325,43.519629,united states of america
taime,1912,"manion, e e",,,,,lead s d,-103.765198,44.352207,united states of america
taime,1902,"manley, f f",,,chief engineer,union pacific coal co,rock springs wyo,-109.202904,41.587464,united states of america
taime,1892,"manley, h h",,,mining engineer,nest pass. c. co,south bethlehem pa,-79.340874,40.99951,united states of america
taime,1902,"manley, h h",,,mining engineer,nest pass. c. co,fernie b c,-115.063065,49.504045,canada
taime,1880,"mann, h h",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1882,"mann, h h",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1884,"mann, h h",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"mann, j j",,,assayer,uariz,tucson arizona,-110.974711,32.222607,united states of america
taime,1902,"mann, j j",,,,,tucson arizona,-110.974711,32.222607,united states of america
taime,1902,"mann, w w",,,,thayer m. & m. co,miramar costa rica,-84.729334,10.083299,costa rica
taime,1908,"mannakee, n n",,,,,williamson w va,-82.277363,37.674268,united states of america
taime,1902,"mannesman, r r",,,,,remscheid germany.,7.189696,51.178742,germany
taime,1890,"mannesmann, r r",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"mannesmann, r r",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"mannesmann, r r",,,,,remscheid germany.,7.189696,51.178742,germany
taime,1882,"manness, c c",,,,lackawanna iron and coal co.,scranton pa,-75.662412,41.408969,united states of america
taime,1880,"manness, c c",,,,,scranton pa,-75.662412,41.408969,united states of america
taime,1902,"mannheim, e e",,,mining engineer,howells explor. co,gundagai new south wales,148.102061,-35.056649,australia
taime,1892,"mannheim, p p",,,metallurgist,asarco,helena mont,-112.039106,46.589145,united states of america
taime,1902,"mannheim, p p",,,metallurgist,asarco,monterrey nl,-100.316113,25.686614,mexico
taime,1910,"manning, f f",,,,,youngstown ohio,-80.649519,41.09978,united states of america
taime,1876,"manning, h h",,,,,youngstown ohio,-80.649519,41.09978,united states of america
taime,1877,"manning, h h",,,,,youngstown ohio,-80.649519,41.09978,united states of america
taime,1907,"manning, j j",,,,,chiksan korea,128.218384,37.817996,south korea
taime,1884,"manning, t t",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"mannueim, h h",,,chemist,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1902,"mannueim, h h",,,chemist,,ny city,-74.005973,40.712775,united states of america
taime,1884,"manon, r r",,,,lafayette college,easton pa,-75.220732,40.688432,united states of america
taime,1886,"manon, r r",,,,,camden n j,-75.11962,39.925946,united states of america
taime,1884,"manrci, w w",,,,,jersey city n j,-74.043144,40.717755,united states of america
taime,1911,"mansfield, m m",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1902,"manson, w w",,,mining engineer,,denver colo,-104.990251,39.739236,united states of america
taime,1880,"manthey, w w",,,,,south pittsburgh tenn,-85.704415,35.012302,united states of america
taime,1882,"manthey, w w",,,,,south pittsburgh tenn,-85.704415,35.012302,united states of america
taime,1890,"manzavino, n n",,,,,smyrna turkey.,27.142826,38.423734,turkey
taime,1892,"manzavino, n n",,,,,smyrna turkey.,27.142826,38.423734,turkey
taime,1902,"manzavino, n n",,,,,smyrna turkey.,27.142826,38.423734,turkey
taime,1892,"maooo, h h",,,,,siegen germany.,8.020959,50.883849,germany
taime,1902,"maooo, h h",,,,,siegen germany.,8.020959,50.883849,germany
taime,1882,"maoury, s s",,,,,richmond va,-77.436048,37.540725,united states of america
taime,1884,"maoury, s s",,,,,richmond va,-77.436048,37.540725,united states of america
taime,1880,"mapfete, w w",,,,,wellsboro pa,-77.30053,41.748684,united states of america
taime,1902,"marais, e e",,,mining engineer,,st petersburg russia,30.335099,59.93428,russia
taime,1886,"marcu, w w",,,,,jersey city n j,-74.043144,40.717755,united states of america
taime,1880,"marcu, w w",,,,,new york city,-74.005973,40.712775,united states of america
taime,1882,"marcu, w w",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"marie, l l",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"marie, l l",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"marie, l l",,,,,ny city,-74.005973,40.712775,united states of america
taime,1882,"markham, a a",,,,,markhamville n b,-65.451345,45.610977,canada
taime,1884,"markham, a a",,,,,markhamville n b,-65.451345,45.610977,canada
taime,1886,"markham, a a",,,,,markhamville n b,-65.451345,45.610977,canada
taime,1892,"markham, a a",,,,,n. b. canada.,-66.461916,46.565316,canada
taime,1902,"markham, a a",,,,,n. b. canada.,-66.461916,46.565316,canada
taime,1886,"markle, a a",,,,,hazleton pa,-75.974647,40.958418,united states of america
taime,1892,"markle, a a",,,operator,,hazleton pa,-75.974647,40.958418,united states of america
taime,1902,"markle, a a",,,operator,,hazleton pa,-75.974647,40.958418,united states of america
taime,1880,"markle, j j",,,,,jeddo pa,-75.89631,40.99564,united states of america
taime,1882,"markle, j j",,,,,jeddo pa,-75.89631,40.99564,united states of america
taime,1884,"markle, j j",,,,,jeddo pa,-75.89631,40.99564,united states of america
taime,1886,"markle, j j",,,,,jeddo pa,-75.89631,40.99564,united states of america
taime,1892,"markle, j j",,,mining engineer,g. b. markle & co,luzerne co pa,-75.992765,41.140435,united states of america
taime,1902,"markle, j j",,,mining engineer,g. b. markle & co,jeddo pa,-75.89631,40.99564,united states of america
taime,1905,"marks, m m",,,,,zeehan tasmania,145.337951,-41.887517,australia
taime,1876,"marks, w w",,,,,university of pennsylvania philadelphia,-75.193214,39.952219,united states of america
taime,1884,"marnis, t t",,,,,telluride colorado,-107.812285,37.937494,united states of america
taime,1882,"marple, w w",,,,,clinton n y,-75.378503,43.048403,united states of america
taime,1884,"marple, w w",,,,,bridgeport pa,-75.345184,40.105108,united states of america
taime,1886,"marple, w w",,,,,scranton pa,-75.662412,41.408969,united states of america
taime,1911,"marquard, w w",,,,,easton pa,-75.220732,40.688432,united states of america
taime,1876,"marrett, w w",,,,,wilkes barre pa,-75.881308,41.245915,united states of america
taime,1877,"marrett, w w",,,,,wilkes barre pa,-75.881308,41.245915,united states of america
taime,1884,"marrett, w w",,,,,wilkes barre pa,-75.881308,41.245915,united states of america
taime,1886,"marrett, w w",,,,,wilkes barre pa,-75.881308,41.245915,united states of america
taime,1902,"marriner, j j",,,engineer,east murchison united g. m.,lawlers east murchison,117.145989,-26.377654,australia
taime,1906,"marriott, f f",,,,,orange n s w,149.1,-33.283333,australia
taime,1905,"marriott, h h",,,,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1882,"mars, j j",,,,,albany n y,-73.756232,42.652579,united states of america
taime,1884,"mars, j j",,,,,albany n y,-73.756232,42.652579,united states of america
