"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","srch","temp","geometry"
"29540","myb459771","myb",1911,"BANTJES CONSOLIDATED",NA,"black","c",NA,"chair","england","8. C. Black, Chairman, alternate B. Moses. | J. S. Curtis. J. Priedlanxler, alternate G. C. Fitzpatriok. | 8. J. Wilks, alternate T. A. England.","black, c",NA,"myb",c(-1.1743197, 52.3555177)
"29541","myb459771","myb",1911,"BANTJES CONSOLIDATED",NA,"curti","j","s","board","england","8. C. Black, Chairman, alternate B. Moses. | J. S. Curtis. J. Priedlanxler, alternate G. C. Fitzpatriok. | 8. J. Wilks, alternate T. A. England.","curti, j s",NA,"myb",c(-1.1743197, 52.3555177)
"29544","myb459774","myb",1911,"BANTJES CONSOLIDATED",NA,"rights","hold","and","board","transvaal","hold and mineral rights, area 10,179 morgen, on farms Rietfootein No. 171, and","rights, h a",NA,"myb",c(-81.1830974, 43.2325617)
"29556","myb461442","myb",1911,"CENTRAL MINING AND INVESTMENT CORPN LTD",NA,"eckstein","f",NA,"board","paris","Sir J. Wernher, Bart., Chairman, alternate L. Breitmeyer. i F. Eckstein, alternate L. Wagne-.","eckstein, f",NA,"myb",c(2.3522219, 48.856614)
"29557","myb461442","myb",1911,"CENTRAL MINING AND INVESTMENT CORPN LTD",NA,"wernher","j",NA,"chair","paris","Sir J. Wernher, Bart., Chairman, alternate L. Breitmeyer. i F. Eckstein, alternate L. Wagne-.","wernher, j",NA,"myb",c(2.3522219, 48.856614)
"29558","myb461443","myb",1911,"CENTRAL MINING AND INVESTMENT CORPN LTD",NA,"phillips","lionel",NA,"board","paris","Lionel Phillips, alternate C. Rube. J Comte Isaac be Camondo Paris , alternate Otto Beit.","phillips, l",NA,"myb",c(2.3522219, 48.856614)
"29559","myb461444","myb",1911,"CENTRAL MINING AND INVESTMENT CORPN LTD",NA,"alternate","georges","rouliot","board","paris","Georges Rouliot Paris , alternate Ludwig Neumann.","alternate, g r",NA,"myb",c(2.3522219, 48.856614)
"29621","myb461851","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"mason","s","j","board","johannesburg","w l. E. M. Greene, M.L.A., K.C., Chairman. | Hugh Parker, Depufy Chairman. | S. J. Mason,","mason, s j",NA,"myb",c(28.0473051, -26.2041028)
"29622","myb461851","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"parker","hugh",NA,"chair","johannesburg","w l. E. M. Greene, M.L.A., K.C., Chairman. | Hugh Parker, Depufy Chairman. | S. J. Mason,","parker, h",NA,"myb",c(28.0473051, -26.2041028)
"29623","myb461852","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"bhaw","w","j","board","johannesburg","P. Davia. | P. F. Payn, J.P. | W.J. O Brien. | W. J. Bhaw.","bhaw, w j",NA,"myb",c(28.0473051, -26.2041028)
"29624","myb461852","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"brien","wj","o","board","johannesburg","P. Davia. | P. F. Payn, J.P. | W.J. O Brien. | W. J. Bhaw.","brien, w o",NA,"myb",c(28.0473051, -26.2041028)
"29625","myb461852","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"davia","p",NA,"board","johannesburg","P. Davia. | P. F. Payn, J.P. | W.J. O Brien. | W. J. Bhaw.","davia, p",NA,"myb",c(28.0473051, -26.2041028)
"29626","myb461852","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"payn","p","f","board","johannesburg","P. Davia. | P. F. Payn, J.P. | W.J. O Brien. | W. J. Bhaw.","payn, p f",NA,"myb",c(28.0473051, -26.2041028)
"29627","myb461853","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"johannesburg","local","board","board","johannesburg","Local Board at Johannesburg.","johannesburg, l b",NA,"myb",c(28.0473051, -26.2041028)
"29628","myb461854","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"boyd","h","c","board","johannesburg","H. C. Boyd. | H. O K. Webber. | H. C. Hawkins.","boyd, h c",NA,"myb",c(28.0473051, -26.2041028)
"29629","myb461854","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"hawkins","h","c","board","johannesburg","H. C. Boyd. | H. O K. Webber. | H. C. Hawkins.","hawkins, h c",NA,"myb",c(28.0473051, -26.2041028)
"29630","myb461854","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"webber","h","o","board","johannesburg","H. C. Boyd. | H. O K. Webber. | H. C. Hawkins.","webber, h o",NA,"myb",c(28.0473051, -26.2041028)
"29694","myb461918","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"boyd","h","c","board","london","R, W, Directors Qualification, 200 shares . Schumacher, Chairman, alternate H. Eckstein. | H. C. Boyd, alternate F. Perry.","boyd, h c","H. Eckstein","myb",c(-0.1277583, 51.5073509)
"29695","myb461919","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"chaplin","f","d","board","london","F. D. P. Chaplin, alternate C. Hcly-Hutchinson. | W. H. Dawe, alternate W. H. B. Frank.","chaplin, f d",NA,"myb",c(-0.1277583, 51.5073509)
"29696","myb461919","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"dawe","w","h","board","london","F. D. P. Chaplin, alternate C. Hcly-Hutchinson. | W. H. Dawe, alternate W. H. B. Frank.","dawe, w h",NA,"myb",c(-0.1277583, 51.5073509)
"29697","myb461920","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"alternat","h","neuhaus","board","london","Sir Abo Bailey, alternate J. II. Ryan. I H. Neuhaus alternate M. G. Klkan. J. G. Hamilton, alternate F. P.. Lynch.","alternat, h n",NA,"myb",c(-0.1277583, 51.5073509)
"29698","myb461920","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"bailey","abo",NA,"board","london","Sir Abo Bailey, alternate J. II. Ryan. I H. Neuhaus alternate M. G. Klkan. J. G. Hamilton, alternate F. P.. Lynch.","bailey, a",NA,"myb",c(-0.1277583, 51.5073509)
"29700","myb461922","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"hillier","a","p","board","johannesburg","C. Rube, alternate. V. Davies. | L. Warner, alternate P. Troquoi. | A. P. Hillier. Consulting Engineer II- Stuart Martin, Box 140, Johannesburg.","hillier, a p",NA,"myb",c(28.0473051, -26.2041028)
"29701","myb461922","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"martin","ii","stuart","engineer","johannesburg","C. Rube, alternate. V. Davies. | L. Warner, alternate P. Troquoi. | A. P. Hillier. Consulting Engineer II- Stuart Martin, Box 140, Johannesburg.","martin, i s",NA,"myb",c(28.0473051, -26.2041028)
"29702","myb461922","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"rube","c",NA,"board","johannesburg","C. Rube, alternate. V. Davies. | L. Warner, alternate P. Troquoi. | A. P. Hillier. Consulting Engineer II- Stuart Martin, Box 140, Johannesburg.","rube, c",NA,"myb",c(28.0473051, -26.2041028)
"29703","myb461922","myb",1911,"CITY AND SUBUREAN GOLD MINING AND ESTATE COMPANY LIMITED",NA,"warner","l",NA,"board","johannesburg","C. Rube, alternate. V. Davies. | L. Warner, alternate P. Troquoi. | A. P. Hillier. Consulting Engineer II- Stuart Martin, Box 140, Johannesburg.","warner, l",NA,"myb",c(28.0473051, -26.2041028)
"29773","myb463149","myb",1911,"C RO WNL M I NES LI M ITE D",NA,"evans","s",NA,"chair","london","S. Evans, Chairman anri Manaqing, alternate L. Phillips.","evans, s",NA,"myb",c(-0.1277583, 51.5073509)
"29774","myb463150","myb",1911,"C RO WNL M I NES LI M ITE D",NA,"chaplin","f","d","board","london","R. W. Schumacher, alternate C. Mointjcs. | F. D. P. Chaplin, alternate C. Helv-Hutchinsnn.","chaplin, f d",NA,"myb",c(-0.1277583, 51.5073509)
"29775","myb463150","myb",1911,"C RO WNL M I NES LI M ITE D",NA,"schumacher","r","w","board","london","R. W. Schumacher, alternate C. Mointjcs. | F. D. P. Chaplin, alternate C. Helv-Hutchinsnn.","schumacher, r w",NA,"myb",c(-0.1277583, 51.5073509)
"29776","myb463151","myb",1911,"C RO WNL M I NES LI M ITE D",NA,"rogers","h","a","board","london","X. A. Wallers, alternate H. O. Mascatl. I H. A. Rogers. | H. O K. Webber.","rogers, h a",NA,"myb",c(-0.1277583, 51.5073509)
"29777","myb463151","myb",1911,"C RO WNL M I NES LI M ITE D",NA,"wallers","x","a","board","london","X. A. Wallers, alternate H. O. Mascatl. I H. A. Rogers. | H. O K. Webber.","wallers, x a",NA,"myb",c(-0.1277583, 51.5073509)
"29778","myb463151","myb",1911,"C RO WNL M I NES LI M ITE D",NA,"webber","h","o","board","london","X. A. Wallers, alternate H. O. Mascatl. I H. A. Rogers. | H. O K. Webber.","webber, h o",NA,"myb",c(-0.1277583, 51.5073509)
"29779","myb463152","myb",1911,"C RO WNL M I NES LI M ITE D",NA,"dawe","w","h","board","london","D. Chris opheton, alternate D. W. Boss tcr. I W. H. Dawe, alternate A. G. Gill.","dawe, w h",NA,"myb",c(-0.1277583, 51.5073509)
"29780","myb463152","myb",1911,"C RO WNL M I NES LI M ITE D",NA,"opheton","d","chris","board","london","D. Chris opheton, alternate D. W. Boss tcr. I W. H. Dawe, alternate A. G. Gill.","opheton, d c",NA,"myb",c(-0.1277583, 51.5073509)
"29785","myb463157","myb",1911,"C RO WNL M I NES LI M ITE D",NA,"webber","g","e","engineer","johannesburg","Consulting Engineer G. E. Webber. | General Manager-R. C. Wsniner. Joint Mine Managers A. J. Brett and W. J. Pitchford.","webber, g e",NA,"myb",c(28.0473051, -26.2041028)
"29861","myb463761","myb",1911,"DUNDEE COAL CO LTD",NA,"ellis","owen","walters","board","livingston","Sir B. W. Groenacre, J.P., Chairman. | Owen Walters. 1 J. Ellis Brown, J. W. Leuchars, J. P. | John Livingston. I C. E. Otto Siedle.","ellis, o w",NA,"myb",c(-74.3300842, 40.7862871)
"29862","myb463761","myb",1911,"DUNDEE COAL CO LTD",NA,"groenacre","b","w","chair","livingston","Sir B. W. Groenacre, J.P., Chairman. | Owen Walters. 1 J. Ellis Brown, J. W. Leuchars, J. P. | John Livingston. I C. E. Otto Siedle.","groenacre, b w",NA,"myb",c(-74.3300842, 40.7862871)
"29863","myb463761","myb",1911,"DUNDEE COAL CO LTD",NA,"livingston","john",NA,"board","livingston","Sir B. W. Groenacre, J.P., Chairman. | Owen Walters. 1 J. Ellis Brown, J. W. Leuchars, J. P. | John Livingston. I C. E. Otto Siedle.","livingston, j",NA,"myb",c(-74.3300842, 40.7862871)
"29864","myb463761","myb",1911,"DUNDEE COAL CO LTD",NA,"siedle","c","e","board","livingston","Sir B. W. Groenacre, J.P., Chairman. | Owen Walters. 1 J. Ellis Brown, J. W. Leuchars, J. P. | John Livingston. I C. E. Otto Siedle.","siedle, c e",NA,"myb",c(-74.3300842, 40.7862871)
"29865","myb463762","myb",1911,"DUNDEE COAL CO LTD",NA,"sutton","sir","g","board","sydney","Hon. Sir G. M. Sutton. K.C.M.G., M.L.C.","sutton, s g",NA,"myb",c(151.2092955, -33.8688197)
"29866","myb463763","myb",1911,"DUNDEE COAL CO LTD",NA,"board","london",NA,"board","london","London Board.","board, l",NA,"myb",c(-0.1277583, 51.5073509)
"29904","myb463802","myb",1911,"DUNDEE COAL CO LTD",NA,"carnage","a","w","board","blomfield street b","A. W. Carnage","carnage, a w",NA,"myb",c(-0.0851738, 51.517155)
"29922","myb463820","myb",1911,"DURBAN NAVIGATION COLLIERIES LTD",NA,"colquhoun","t","g","manager","chilian","Co., 18, St. Swithin s Lane, E.0. Manager T. G. Colquhoun, Dannhauser, Natal.","colquhoun, t g",NA,"myb",c(-71.542969, -35.675147)
"29962","myb463860","myb",1911,"DUKBAN NAVIGATION",NA,"carrey","j","g","board","roodepoort","E. A. Wallers, Chairman, alternate 11. Kckstein. | J. G. Carrey, alternate J. U. Ryan.","carrey, j g",NA,"myb",c(27.9014654, -26.1201355)
"29963","myb463860","myb",1911,"DUKBAN NAVIGATION",NA,"wallers","e","a","chair","roodepoort","E. A. Wallers, Chairman, alternate 11. Kckstein. | J. G. Carrey, alternate J. U. Ryan.","wallers, e a",NA,"myb",c(27.9014654, -26.1201355)
"29964","myb463861","myb",1911,"DUKBAN NAVIGATION",NA,"alternat","h","boyd","board","london","Edward Jacobs. | H. O K. Webber. | H. . Boyd alternate M. Houuct.","alternat, h b",NA,"myb",c(-0.1277583, 51.5073509)
"29965","myb463861","myb",1911,"DUKBAN NAVIGATION",NA,"jacobs","edward",NA,"board","london","Edward Jacobs. | H. O K. Webber. | H. . Boyd alternate M. Houuct.","jacobs, e",NA,"myb",c(-0.1277583, 51.5073509)
"29966","myb463861","myb",1911,"DUKBAN NAVIGATION",NA,"webber","h","o","board","london","Edward Jacobs. | H. O K. Webber. | H. . Boyd alternate M. Houuct.","webber, h o",NA,"myb",c(-0.1277583, 51.5073509)
"29968","myb463863","myb",1911,"DUKBAN NAVIGATION",NA,"cohen","c","f","board","london","L. Wagner, alternate C. Rulw. | C. F. Cohen.","cohen, c f",NA,"myb",c(-0.1277583, 51.5073509)
"29969","myb463863","myb",1911,"DUKBAN NAVIGATION",NA,"wagner","l",NA,"board","london","L. Wagner, alternate C. Rulw. | C. F. Cohen.","wagner, l",NA,"myb",c(-0.1277583, 51.5073509)
"29970","myb463864","myb",1911,"DUKBAN NAVIGATION",NA,"martin","h","stuart","engineer","johannesburg","W. G. Izard, alternate 1. 8. Sheldrick. I P. Troqnet. Consulting Engineer H. Stuart Martin, Box 140 Johannesburg. Mine Manager II. C. McDonald, Box 110, Roodepoort.","martin, h s",NA,"myb",c(28.0473051, -26.2041028)
"29971","myb463864","myb",1911,"DUKBAN NAVIGATION",NA,"mcdonald","ii","c","manager","johannesburg","W. G. Izard, alternate 1. 8. Sheldrick. I P. Troqnet. Consulting Engineer H. Stuart Martin, Box 140 Johannesburg. Mine Manager II. C. McDonald, Box 110, Roodepoort.","mcdonald, i c",NA,"myb",c(28.0473051, -26.2041028)
"30032","myb463925","myb",1911,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"brinton","j",NA,"chair","roodepoort","J. Brinton, J.P., Directors Qualification, £100 . Chairman. | A.Diinkels. | A. Jonos. | P. A. Moltono. M.P.","brinton, j",NA,"myb",c(27.9014654, -26.1201355)
"30033","myb463925","myb",1911,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"jonos","a",NA,"board","roodepoort","J. Brinton, J.P., Directors Qualification, £100 . Chairman. | A.Diinkels. | A. Jonos. | P. A. Moltono. M.P.","jonos, a",NA,"myb",c(27.9014654, -26.1201355)
"30034","myb463925","myb",1911,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"molton","p","a","board","roodepoort","J. Brinton, J.P., Directors Qualification, £100 . Chairman. | A.Diinkels. | A. Jonos. | P. A. Moltono. M.P.","molton, p a",NA,"myb",c(27.9014654, -26.1201355)
"30035","myb463926","myb",1911,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"clarence","l",NA,"board","roodepoort","Local Dirtttort A. M. Campbell. | W. Macfarlane. | Hon. W. A. Martin, M.L.C. | L. Clarence.","clarence, l",NA,"myb",c(27.9014654, -26.1201355)
"30036","myb463926","myb",1911,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"macfarlane","w",NA,"board","roodepoort","Local Dirtttort A. M. Campbell. | W. Macfarlane. | Hon. W. A. Martin, M.L.C. | L. Clarence.","macfarlane, w",NA,"myb",c(27.9014654, -26.1201355)
"30037","myb463926","myb",1911,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"martin","w","a","board","roodepoort","Local Dirtttort A. M. Campbell. | W. Macfarlane. | Hon. W. A. Martin, M.L.C. | L. Clarence.","martin, w a",NA,"myb",c(27.9014654, -26.1201355)
"30038","myb463927","myb",1911,"DURBAN ROODEPOORT GOLD MINING COMPANY",NA,"skinnorfassistan","h","boss","manager","roodepoort","General Manager H. Boss SkinnorfAssistant A. Milne , Boxjlll, Roodepoort, Transvaal.","skinnorfassistan, h b",NA,"myb",c(27.9014654, -26.1201355)
"30094","myb468079","myb",1911,"QUEST GOLD MINING AND DEVELOPING CO LTD",NA,"mrstvn","p",NA,"board","london","Sir r. Pigott, Directors Qualification, 100 shares . M.V.O , D.L. | Hon. 11. P. Mrstvn. | T . Noel.","mrstvn, p",NA,"myb",c(-0.1277583, 51.5073509)
"30095","myb468079","myb",1911,"QUEST GOLD MINING AND DEVELOPING CO LTD",NA,"pigott","r",NA,"board","london","Sir r. Pigott, Directors Qualification, 100 shares . M.V.O , D.L. | Hon. 11. P. Mrstvn. | T . Noel.","pigott, r",NA,"myb",c(-0.1277583, 51.5073509)
"30117","myb468101","myb",1911,"QUEST GOLD MINING AND DEVELOPING CO LTD",NA,"thys","a",NA,"board","london","Col. A. Thys, Managing.","thys, a",NA,"myb",c(-0.1277583, 51.5073509)
"30118","myb468102","myb",1911,"QUEST GOLD MINING AND DEVELOPING CO LTD",NA,"ooftinct","llnron","constant","board","london","llnron Constant Ooftinct.","ooftinct, l c",NA,"myb",c(-0.1277583, 51.5073509)
"30119","myb468103","myb",1911,"QUEST GOLD MINING AND DEVELOPING CO LTD",NA,"lambert","huron",NA,"board","london","Huron Lambert,","lambert, h",NA,"myb",c(-0.1277583, 51.5073509)
"30120","myb468104","myb",1911,"QUEST GOLD MINING AND DEVELOPING CO LTD",NA,"laveloye","tjeorges","de","board","london","tjeorges de Laveloye.","laveloye, t d",NA,"myb",c(-0.1277583, 51.5073509)
"30166","myb471551","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"farrar","george","h","chair","london","Sir George H. Farrar, Bart., D.B.O., M.L.A., Chairman, alternate C. B. Pinder.","farrar, g h",NA,"myb",c(-0.1277583, 51.5073509)
"30167","myb471552","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"dalrvmple","w",NA,"chair","london","W. Dalrvmple, Deputy-Chairman, alternate E. H. Read.","dalrvmple, w",NA,"myb",c(-0.1277583, 51.5073509)
"30168","myb471553","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"airt","g","r","board","london","IG. W. Higgins, alternate V. P. Marais. | G. R. Airth. 1 W. Pott.","airt, g r",NA,"myb",c(-0.1277583, 51.5073509)
"30169","myb471553","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"higgins","ig","w","board","london","IG. W. Higgins, alternate V. P. Marais. | G. R. Airth. 1 W. Pott.","higgins, i w",NA,"myb",c(-0.1277583, 51.5073509)
"30170","myb471554","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"clark","w","h","board","london","London Committee. J. K. Edward. | F. W. Crookshank. | S. B. Farrar, alternate J. P. Farrar. | W. H. Clark.","clark, w h",NA,"myb",c(-0.1277583, 51.5073509)
"30171","myb471554","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"crookshank","f","w","board","london","London Committee. J. K. Edward. | F. W. Crookshank. | S. B. Farrar, alternate J. P. Farrar. | W. H. Clark.","crookshank, f w",NA,"myb",c(-0.1277583, 51.5073509)
"30172","myb471554","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"edward","london","j","board","london","London Committee. J. K. Edward. | F. W. Crookshank. | S. B. Farrar, alternate J. P. Farrar. | W. H. Clark.","edward, l j",NA,"myb",c(-0.1277583, 51.5073509)
"30173","myb471554","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"farrar","s","b","board","london","London Committee. J. K. Edward. | F. W. Crookshank. | S. B. Farrar, alternate J. P. Farrar. | W. H. Clark.","farrar, s b",NA,"myb",c(-0.1277583, 51.5073509)
"30227","myb471608","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"district","situatethe","kastern","board","transvaal","situate in the Kastern Witwatersrand district of the Transvaal and formerly the","district, s k",NA,"myb",c(-81.1830974, 43.2325617)
"30228","myb471609","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"propertie","plan","shewing","board","transvaal","Plan shewing Properties and Owners on the Far East","propertie, p s",NA,"myb",c(-81.1830974, 43.2325617)
"30262","myb471643","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"qnaliflca","qnaliflcat",NA,"board","london","Directors Qnaliflcat ion, £200 .","qnaliflca, q",NA,"myb",c(-0.1277583, 51.5073509)
"30263","myb471644","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"bsrthoud","alfred","k","chair","london","Alfred K. Bsrthoud, Chairman. | Thomas Davidson. | W. Y. Fleming.","bsrthoud, a k",NA,"myb",c(-0.1277583, 51.5073509)
"30264","myb471644","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"davidson","thomas",NA,"board","london","Alfred K. Bsrthoud, Chairman. | Thomas Davidson. | W. Y. Fleming.","davidson, t",NA,"myb",c(-0.1277583, 51.5073509)
"30265","myb471644","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"fleming","w","y","board","london","Alfred K. Bsrthoud, Chairman. | Thomas Davidson. | W. Y. Fleming.","fleming, w y",NA,"myb",c(-0.1277583, 51.5073509)
"30268","myb471647","myb",1911,"NEW BOKSBURG GOLD MINESI LTD",NA,"registered","this","oompany","board","london","This oompany was registered July 30th, 1904, being a second reconstruction of","registered, t o",NA,"myb",c(-0.1277583, 51.5073509)
"30303","myb472400","myb",1911,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"cummins","edward","r","board","london","Directors Qualification, 600 shares £250 . Dr. B. W. Ginsburg, Chairman. | Henry Samuel. I Edward R. Cummins,","cummins, e r",NA,"myb",c(-0.1277583, 51.5073509)
"30304","myb472400","myb",1911,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"ginsburg","dr","b","chair","london","Directors Qualification, 600 shares £250 . Dr. B. W. Ginsburg, Chairman. | Henry Samuel. I Edward R. Cummins,","ginsburg, d b",NA,"myb",c(-0.1277583, 51.5073509)
