org,company,og_id
Lly Queen Bllock Gold Mining,Lly Queen Bllock Gold Mining,493
Mexico Mines Oro Limited,Mexico Mines Oro Limited,494
Monte Del Oro Mining Company,Monte Del Oro Mining Company,495
Menzies Mining And Exploration Corporation,Menzies Mining And Exploration Corporation,496
Zwartland Transvaal Land Limited,Zwartland Transvaal Land Limited,497
Menzies Mini And Plo Attott Company,Menzies Mini And Plo Attott Company,498
Zaria Tin Syndicate Limited,Zaria Tin Syndicate Limited,499
Komata Reefs Gold Mining Company,Komata Reefs Gold Mining Company,500
Anfargah Gold Mines Finance Limited,Anfargah Gold Mines Finance Limited,501
Saint David Gold Mines Limited,Saint David Gold Mines Limited,502
Mount Brown Tin Mining Company,Mount Brown Tin Mining Company,503
Lange Jesmond Collieries Limited,Lange Jesmond Collieries Limited,504
Outtrim Howitti And British Consolidated,Outtrim Howitti And British Consolidated,505
Etheridge Gold Mining Company,Etheridge Gold Mining Company,506
Etheridge Reefs Queensland Gold Mining Company,NA,507
Transvaal United Trust Finance Limited,Transvaal United Trust Finance Limited,508
Transvaal Estates And Trust,Transvaal Estates And Trust,509
Isle Royale Land Corporation Limited,Isle Royale Land Corporation Limited,510
Honko Syndicate Limited,Honko Syndicate Limited,511
Home Coal Estates Limited,Home Coal Estates Limited,512
City Hobart Limited Mtn Ethltmtte,City Hobart Limited Mtn Ethltmtte,513
New Hoover Hill Gold Mining,New Hoover Hill Gold Mining,514
Flemington Coal Company,Flemington Coal Company,515
Societe Des Mines Osor Limited,Societe Des Mines Osor Limited,516
Societe Des Charbqns Djibouti Limited,Societe Des Charbqns Djibouti Limited,517
Tasmanian Metals Extraction Limited,Tasmanian Metals Extraction Limited,518
South Australia Development Syndicate Limited,South Australia Development Syndicate Limited,519
Kobolondo Developm Syndicate Limited,Kobolondo Developm Syndicate Limited,520
Victoria Colliery Company,Victoria Colliery Company,521
Bersham Colliery Company,Bersham Colliery Company,522
Strathcona Coal Exploration Syndicate Limited,Strathcona Coal Exploration Syndicate Limited,523
Altarnun Mines Limited,Altarnun Mines Limited,524
Namaqua Syndicate Limited,Namaqua Syndicate Limited,525
East Rand Proprietary Mines Limited,East Rand Proprietary Mines Limited,526
Can Ge Company,NA,527
Mazaruni British Guiana Diamond Mines,Mazaruni British Guiana Diamond Mines,528
Klian Kellas Tin Limited,Klian Kellas Tin Limited,529
Care Col W F Biddle,NA,530
Natal Land And Colonization Company,Natal Land And Colonization Company,531
Benoni Gold Mining Company,Benoni Gold Mining Company,532
Barrett Gold Mining Company,Barrett Gold Mining Company,533
Coetzeestroom Estate Gold Mining Limited,Coetzeestroom Estate Gold Mining Limited,534
Katsuno Coal Mine,NA,535
Hollins Mining Company,Hollins Mining Company,536
Wyndham Mining Co,Wyndham Mining Co.,537
Silver Virgin Mining Co,Silver Virgin Mining Co.,538
Ida Gold Mining Company,Ida Gold Mining Company,539
Korean Syndicate Limited,Korean Syndicate Limited,540
Syndicat Du Yunnan Limited,Syndicat Du Yunnan Limited,541
Swedish Syndicate Limited,Swedish Syndicate Limited,542
Sylen Mountain Colliery Company,Sylen Mountain Colliery Company,543
Carter Deep Leads Limited,Carter Deep Leads Limited,544
Cttrte Deep Lead Limrtedt,Cttrte Deep Lead Limrtedt,545
Bwlchglas Prospecting Syndicate Limited,Bwlchglas Prospecting Syndicate Limited,546
Wendigo Copper Company,Wendigo Copper Company,547
Oakley Gold Mining Company,Oakley Gold Mining Company,548
Socieitei Industrielle Radium Limited,NA,549
Toro Tin Company,Toro Tin Company,550
Bewick Moreing Co,"Bewick, Moreing & Co.",551
Chemjcal And Metallurgical Corporation Limited,Chemjcal And Metallurgical Corporation Limited,552
Che Meal And Metallurgical Corpn,Che Meal And Metallurgical Corpn,553
San Salvador Spanish Iron Ore Limited,San Salvador Spanish Iron Ore Limited,554
San Miguel Silver Mines Limited,San Miguel Silver Mines Limited,555
Montana School Of Mines,NA,556
Montana State School Of Mines,NA,557
Montana State Bureau Of Mines,NA,558
Doe Run Lead Company,NA,559
St Joseph Lead Co,St. Joseph Lead Co.,560
Cafl Lliation Of St Joseph Lead Co,Cafl Lliation Of St. Joseph Lead Co,561
Ferreira Diamonds Limited,Ferreira Diamonds Limited,562
North Scranton Mining Co,North Scranton Mining Co.,563
Sturtevant Engineering Co Limited,NA,564
Rah Man Hydraulic Tin Limited Intan Fh,"Rah Man Hydraulic Tin, Limited, Intan. Fh",565
American Blower Co,NA,566
American Blower Corp,NA,567
Chemist Armstrong Cork Company,NA,568
Care L A Salt Lake R R,NA,569
Coal Mines,NA,570
Camalgamated Copper Company,Camalgamated Copper Company,571
Biwango Mining Co,Biwango Mining Co.,572
Fruitof The Loom Inc,NA,573
Biwanago Mining Co,Biwanago Mining Co.,574
Cleveland Hardware Co,Cleveland Hardware Co.,575
Conrey Placer Mining Co,Conrey Placer Mining Co.,576
Transvaal Associated Gold Mines Limited,Transvaal Associated Gold Mines Limited,577
Mohawk Mining Co,Mohawk Mining Co.,578
Wolverine Copper Mining Co,Wolverine Copper Mining Co.,579
Central Mining Company,Central Mining Company,580
Mount Champion Mining Co,Mount Champion Mining Co.,581
American Smelting Refining Co,American Smelting Refining Co,582
Bowhill Coal Company,Bowhill Coal Company,583
Minnesota Highway Dept,NA,584
Gulr States Utilities Company,NA,585
Bullion Mining Development Co Apex Gilpin Co,"Bullion Mining & Development Co., Apex, Gilpin Co.",586
Lamp Development Laboratory Inc,NA,587
Nigerian Industrial Corporation Limited,Nigerian Industrial Corporation Limited,588
The Moctezuma Co,The Moctezuma Co.,589
Straits Trading Co,Straits Trading Co.,590
Central Aguirre Sugar Company,NA,591
Alun Hill Colliery Limited,Alun Hill Colliery Limited,592
Delta Gold Mining Co,Delta Gold Mining Co.,593
Wolseley Park Collieries Limited,Wolseley Park Collieries Limited,594
Lawrence Experiment Station,NA,595
Servian Syndicate Limited,Servian Syndicate Limited,596
Clay County Mining Co Black Hawk Gilpin Co,"Clay County Mining Co., Black Hawk, Gilpin Co.",597
Santiago Syndicate Itd,Santiago Syndicate Itd,598
Natividad Mining Co,Natividad Mining Co.,599
Eastern Smelting Company,Eastern Smelting Company,600
Eastern Exploration Syndicate Limited,NA,601
Utah Leasing Co,Utah Leasing Co.,602
Inspiration Cons Copper Co,NA,603
Michigan Central R R,NA,604
Cuban Mining Company,NA,605
Kangarilla Silver Mines Limited,Kangarilla Silver Mines Limited,606
B Ton Montana Copper Co,NA,607
With Mckim Mead White Architects,NA,608
Rush Creek Placer Mining Co,Rush Creek Placer Mining Co.,609
Florida Mountain Mines Co,Florida Mountain Mines Co.,610
Napoleon Leasing Co,Napoleon Leasing Co.,611
Weedon Mining Co,Weedon Mining Co.,612
Zinc Company,Zinc Company,613
Guanajuato Amalgamated Gold Mines Company,Guanajuato Amalgamated Gold Mines Company,614
Joliet Works Illinois Steel Co,NA,615
Ill Steel Corp,NA,616
Santa Barbara High School,NA,617
Stanford Univ,NA,618
San Carlos Copper Company,NA,619
Uariz,NA,620
Montana Wesleyan University,NA,621
Moruya Gold And Silver Mining,Moruya Gold And Silver Mining,622
Sulphide Corporation Limited,Sulphide Corporation Limited,623
Candle Alaska Hydraulic Gold M Co,Candle Alaska Hydraulic Gold M. Co,624
Tennessee Copper Ltd,NA,625
Lindsay Mining Co,Lindsay Mining Co.,626
Velardena,Velardeña,627
Patents In Hm,NA,628
Adbar Development Co,Adbar Development Co.,629
Mescal Mining Co,Mescal Mining Co.,630
Paymaster Mining Smelting Company,Paymaster Mining & Smelting Company,631
Nj Zinc Company,NA,632
Iron Peak Mining Smelting Co,Iron Peak Mining & Smelting Co,633
John Mc Court Company,NA,634
Kentucky Fluorspar Co,Kentucky Fluorspar Co.,635
Cafliliation Of Andrews Steel Co,Cafliliation Of Andrews Steel Co,636
Ashland Steel Co,Ashland Steel Co.,637
Aurora Mining Co,Aurora Mining Co.,638
Cedral Mines,NA,639
Dutch Guiana Exploration Company,Dutch Guiana Exploration Company,640
Foxton Phosphate Mining Company,Foxton Phosphate Mining Company,641
Bath Hotel,NA,642
Caucasus Minerals Syndicate Limited,Caucasus Minerals Syndicate Limited,643
Asia Hydraulick And Mining Corporation,Asia Hydraulick And Mining Corporation,644
Miller Independence Mines Limited,Miller Independence Mines Limited,645
Siwash Creek Mines Co,Siwash Creek Mines Co.,646
New Bullion Mine Stockton,"New Bullion Mine, Stockton.",647
Atome Extended Mines Limited,Atome Extended Mines Limited,648
Kutls River Tin,Kutls River Tin,649
Technical Director Haveg Corp,NA,650
Crest Manufacturing Co,NA,651
Subsidiary Of American Metal Co Ltd,Subsidiary Of American Metal Co. Ltd,652
Sales Manager Proportioneers Inc,NA,653
Tin Fields Northern Nigeria Limited,Tin Fields Northern Nigeria Limited,654
Sapphire Corundum Company,Sapphire Corundum Company,655
Tongkah Hareour Tin Dredging Company,NA,656
Science London,NA,657
Chester Science And,NA,658
The Central Board,NA,659
Akoko Gold Mines Limited,Akoko Gold Mines Limited,660
Subil Gold Mines Limited,Subil Gold Mines Limited,661
Adamson Machine Co,Adamson Machine Co.,662
Salamanca Tin Company,Salamanca Tin Company,663
London And Continental Finance Syndicate Limited,NA,664
Maw Mines Limited,Maw Mines Limited,665
London Burmese Wolfram Co,London & Burmese Wolfram Co.,666
Mawchi Mines Limited,Mawchi Mines Limited,667
Toro Tin Co,Toro Tin Co.,668
Day Dawn And Gold Mining,Day Dawn And Gold Mining,669
Day Dawn And Norfolk Mines,Day Dawn And Norfolk Mines,670
Concessions Syndicate Limited Concordia Tin,Concessions Syndicate Limited Concordia Tin,671
Complex Ore Company,Complex Ore Company,672
Hidalgo Mining Company,Hidalgo Mining Company,673
Winnemucca Mountain Mining Co,Winnemucca Mountain Mining Co.,674
Sunshine Mines Co,Sunshine Mines Co.,675
Goldbanks Quicksilver Mines Co,Goldbanks Quicksilver Mines Co.,676
Greta Collieries Limited,Greta Collieries Limited,677
Rietvlei Gold Mining Company,Rietvlei Gold Mining Company,678
Florence Gold Mining Company,Florence Gold Mining Company,679
Anglo Portuguese Tin Company,Anglo Portuguese Tin Company,680
Burma Development Syndicate Limited,Burma Development Syndicate Limited,681
Peruvian Consolidated Gold Trust Limited,Peruvian Consolidated Gold Trust Limited,682
Pataz And Parcoy Syndicate Limited,Pataz And Parcoy Syndicate Limited,683
Arizona Hercules Copper Co,Arizona Hercules Copper Co.,684
Robert Addie Roberts Victor Diamondsi,Robert Addie Roberts Victor Diamondsi,685
Risehow Colliery Gookliifidg And Products,Risehow Colliery Gookliifidg And Products,686
Esperanza Copper And Sulphur Limited,Esperanza Copper And Sulphur Limited,687
Amur Syndicate Umttedt,Amur Syndicate Umttedt,688
Burma Mines Limited,Burma Mines Limited,689
Raritan Copper Works,NA,690
Burma Corporation Limited London,Burma Corporation Limited London,691
Robert Addie Sons Collieries Limited,Robert Addie Sons Collieries Limited,692
Bacares Iron Ore Mines Limited,Bacares Iron Ore Mines Limited,693
Wvitbabtk Colliery Limited,Wvitbabtk Colliery Limited,694
Witbank Colliery Limited,Witbank Colliery Limited,695
Rand Mines Limited Johannesburg Secretary,"Rand Mines, Limited, Johannesburg, Secretary.",696
Station Colliery Limited Witbank,NA,697
Arizona Consolidated Copper Mine Limited,Arizona Consolidated Copper Mine Limited,698
Mitterberg Copper Company,Mitterberg Copper Company,699
Talana Collieries Limited,Talana Collieries Limited,700
Tetela Mining Company,Tetela Mining Company,701
Ripanji Quicksilver And Silver Mines,Ripanji Quicksilver And Silver Mines,702
Nunney Minerals Syndicate Limited,Nunney Minerals Syndicate Limited,703
Derek Tin Mines Limited,Derek Tin Mines Limited,704
Extendedke Egnvskiv Limited,Extendedke Egnvskiv Limited,705
Extended Extension Limited,NA,706
Murex Company,Murex Company,707
Yorkshire And Westmoreland Copper Company,Yorkshire And Westmoreland Copper Company,708
Yorkshire Tron And Coal Company,Yorkshire Tron And Coal Company,709
Yorkshire Minerals Limited,Yorkshire Minerals Limited,710
Munting Tin Idredgin Lim Tedtw,Munting Tin Idredgin Lim Tedtw,711
Yorkshire Main Coizllery Limited,Yorkshire Main Coizllery Limited,712
Yorkshire Iron And Coal Limited,Yorkshire Iron And Coal Limited,713
Chendebiang Tin Dredging,Chendebiang Tin Dredging,714
Kamunting Tin Dredging Limited,Kamunting Tin Dredging Limited,715
British And Argentine Corporation Limited,British And Argentine Corporation Limited,716
Troy Gold Mine Limited,Troy Gold Mine Limited,717
Medina Gold Mining Company,Medina Gold Mining Company,718
Broken Hill Proprietary Block Limited,Broken Hill Proprietary Block Limited,719
Goginan Mines Realisation Limited,Goginan Mines Realisation Limited,720
Stanly Freehold Gold Mines Limited,Stanly Freehold Gold Mines Limited,721
Henry Ness And Company,Henry Ness And Company,722
Helena Development Company,Helena Development Company,723
Eclipse Mining Co Mazuma Humboldt Co,"Eclipse Mining Co., Mazuma, Humboldt Co.",724
Globe And Phoenix Gold Mining,Globe And Phoenix Gold Mining,725
Tweefontein Colliery Limited,Tweefontein Colliery Limited,726
Selukwe Columgiaggoldgi Min Limited,NA,727
Selukwe Columbia Gold Mine Limited,Selukwe Columbia Gold Mine Limited,728
Subsidiary Of Coronation Collieries Limited,Subsidiary Of Coronation Collieries Limited,729
Carlton Main Colliery Company,Carlton Main Colliery Company,730
Carisborg Concession Limited Carlton Iron,Carisborg Concession Limited Carlton Iron,731
Hodroyd Coal Company,Hodroyd Coal Company,732
Carlton Iron Limited,Carlton Iron Limited,733
Carlton Main Colliery Limited Io,NA,734
Middleburg Steam Coal And Coke,Middleburg Steam Coal And Coke,735
Great Boulder Limited,Great Boulder Limited,736
British America Nickel Corporation Limited,British America Nickel Corporation Limited,737
Coolgardie Mines Issuing Syndicate,Coolgardie Mines Issuing Syndicate,738
Great Boulder Proprietary Gold Mines,Great Boulder Proprietary Gold Mines,739
Great Iiloer Proprie Tkry Gold,Great Iiloer Proprie Tkry Gold,740
Golden Eol Gold Mines Ltd,Golden Eol Gold Mines Ltd,741
A C M Company,NA,742
Namen,NA,743
Village Main Reef,NA,744
New Idria Quicksilver Mining Co,New Idria Quicksilver Mining Co.,745
Great Wyrley Colliery Limited Coo,Great Wyrley Colliery Limited Coo,746
Caius College Cambridge,NA,747
Chemistry Rcs,NA,748
Alaska Southern Lode Mining Syndicate Limited,Alaska Southern Lode Mining Syndicate Limited,749
Carbide Van Adium Limited,Carbide Van Adium Limited,750
Copiapo Mining Company,Copiapo Mining Company,751
Couverapee Mine Field Mgp,"Couverapee Mine, Field. Mgp",752
Monarch Couverapee Mines Field Mgp,"Monarch-Couverapee Mines, Field. Mgp",753
West Clogau Gold Company,West Clogau Gold Company,754
New England Gold Copper Mining Company,New England Gold & Copper Mining Company,755
Gold Pioneer Mining Co Telluride San Miguel Co,"Gold Pioneer Mining Co., Telluride, San Miguel Co.",756
May Deep Level Gold Mining,May Deep Level Gold Mining,757
South National Gold Mining Company,South National Gold Mining Company,758
Tharsis Gold Mining Company,Tharsis Gold Mining Company,759
South Village Deep Limited,South Village Deep Limited,760
Balmoral Main Reef Gold Mining,Balmoral Main Reef Gold Mining,761
Consolidated Selectton Limited,Consolidated Selectton Limited,762
Consolidated Tin Elttngt Company,Consolidated Tin Elttngt Company,763
Consolidated Nickel Copper,Consolidated Nickel Copper,764
Edjudina Goflldflfielqs Limited,Edjudina Goflldflfielqs Limited,765
Trewey Consolidated Limited,Trewey Consolidated Limited,766
New Crozsus Gold Mining Company,New Crozsus Gold Mining Company,767
Gordon Estate And Gold Mining,Gordon Estate And Gold Mining,768
New Einasleigh Mines Limited,New Einasleigh Mines Limited,769
New Elnasleigh Copper,New Elnasleigh Copper,770
Thomas Reef Gold Mining Company,Thomas Reef Gold Mining Company,771
University Mines Limited Cobalt,University Mines Limited. Cobalt.,772
New Day Dawn Anct Norfolk,New Day Dawn Anct Norfolk,773
City And Suburban Gold Mining,City And Suburban Gold Mining,774
Gelden Huis Deep Limited,Gelden Huis Deep Limited,775
Langlaagte Royal Gold Mining Company,Langlaagte Royal Gold Mining Company,776
Manners Limited Company,Manners Limited Company,777
Manners Colliery Company,Manners Colliery Company,778
Textile Paper Tube Company,NA,779
Moss Rose Extension Gold Mining,Moss Rose Extension Gold Mining,780
Bbitish Gold Coast,Bbitish Gold Coast,781
Persian Mining Syndicate Limited,NA,782
Klerksdorp Proprietary Mines Limited,Klerksdorp Proprietary Mines Limited,783
Nantyglo And Blaina Ironworks Limited,Nantyglo And Blaina Ironworks Limited,784
Colombian Quartz Mining Company,Colombian Quartz Mining Company,785
